"Genus","logFC","SE","p","q_ANCOM","significant","enriched_in","stat","p.value","q_IndVal","associated_group"
"Lishizhenia",NA,NA,NA,NA,NA,NA,0.324121728234447,0.4081,0.793442063492063,"Diffuse"
"Incertae_Sedis.28",NA,NA,NA,NA,NA,NA,0.35077421120444,0.4176,0.793442063492063,"Diffuse"
"Incertae_Sedis.48",NA,NA,NA,NA,NA,NA,0.32879280675122,0.4037,0.793442063492063,"Diffuse"
"Incertae_Sedis.50",NA,NA,NA,NA,NA,NA,0.349429087158772,0.4117,0.793442063492063,"Diffuse"
"Burkholderia-Caballeronia-Paraburkholderia",NA,NA,NA,NA,NA,NA,0.329042394752982,0.4407,0.8126,"Diffuse"
"Novosphingobium",NA,NA,NA,NA,NA,NA,0.42962285199647,0.442,0.8126,"Diffuse"
"Incertae_Sedis.43",NA,NA,NA,NA,NA,NA,0.320070929201235,0.4819,0.835296402877698,"Diffuse"
"Unclassified_Acidobacteriaceae_(Subgroup_1)",NA,NA,NA,NA,NA,NA,0.31695832555716,0.4825,0.835296402877698,"Diffuse"
"Mycoplasma",NA,NA,NA,NA,NA,NA,0.433159328415632,0.5342,0.860865584415584,"Diffuse"
"Ralstonia",NA,NA,NA,NA,NA,NA,0.350292741640166,0.5308,0.860865584415584,"Diffuse"
"Incertae_Sedis.23",NA,NA,NA,NA,NA,NA,0.418442921386428,0.5477,0.860865584415584,"Diffuse"
"Peptoanaerobacter",NA,NA,NA,NA,NA,NA,0.369436995511593,0.5243,0.860865584415584,"Diffuse"
"Hypericibacter",NA,NA,NA,NA,NA,NA,0.320897884038809,0.5264,0.860865584415584,"Diffuse"
"Incertae_Sedis.45",NA,NA,NA,NA,NA,NA,0.307556369608888,0.5469,0.860865584415584,"Diffuse"
"Incertae_Sedis.49",NA,NA,NA,NA,NA,NA,0.449844814937218,0.5182,0.860865584415584,"Diffuse"
"Coxiella",NA,NA,NA,NA,NA,NA,0.326426719839312,0.572,0.881987096774194,"Diffuse"
"Incertae_Sedis.34",NA,NA,NA,NA,NA,NA,0.394289885335313,0.5902,0.887155974842767,"Diffuse"
"Incertae_Sedis.37",NA,NA,NA,NA,NA,NA,0.344313376701035,0.5993,0.889644099378882,"Diffuse"
"Geobacillus",NA,NA,NA,NA,NA,NA,0.33250812761379,0.6141,0.899364242424242,"Diffuse"
"Centipeda",NA,NA,NA,NA,NA,NA,0.384990657443862,0.6293,0.90061497005988,"Diffuse"
"MND1",NA,NA,NA,NA,NA,NA,0.381478431806525,0.6331,0.900660119047619,"Diffuse"
"Unclassified_NA.4",NA,NA,NA,NA,NA,NA,0.329821717764547,0.6573,0.913341279069767,"Diffuse"
"Incertae_Sedis.36",NA,NA,NA,NA,NA,NA,0.312551656184276,0.674,0.925781609195402,"Diffuse"
"Ruminococcus",NA,NA,NA,NA,NA,NA,0.32945503074388,0.7002,0.931703867403315,"Diffuse"
"Incertae_Sedis.26",NA,NA,NA,NA,NA,NA,0.375628680924372,0.6938,0.931703867403315,"Diffuse"
"Incertae_Sedis.29",NA,NA,NA,NA,NA,NA,0.360925628763858,0.6894,0.931703867403315,"Diffuse"
"Incertae_Sedis.41",NA,NA,NA,NA,NA,NA,0.303589365708113,0.7056,0.931703867403315,"Diffuse"
"Unclassified_Xanthobacteraceae",NA,NA,NA,NA,NA,NA,0.323107649774009,0.7166,0.94102967032967,"Diffuse"
"Chthoniobacter",NA,NA,NA,NA,NA,NA,0.296009736086639,0.7251,0.946988524590164,"Diffuse"
"Incertae_Sedis.44",NA,NA,NA,NA,NA,NA,0.316230761688842,0.7345,0.954051630434783,"Diffuse"
"Incertae_Sedis.20",NA,NA,NA,NA,NA,NA,0.422190754763098,0.7695,0.983478609625668,"Diffuse"
"Nitrospira",NA,NA,NA,NA,NA,NA,0.273575911438655,0.7909,0.996292146596859,"Diffuse"
"Candidatus_Saccharimonas",NA,NA,NA,NA,NA,NA,0.365851880286847,0.8606,1,"Diffuse"
"Lentimicrobium",NA,NA,NA,NA,NA,NA,0.26684303616442,0.9575,1,"Diffuse"
"Salinimicrobium",NA,NA,NA,NA,NA,NA,0.267619894724493,0.867,1,"Diffuse"
"Chryseobacterium",NA,NA,NA,NA,NA,NA,0.289763744392526,0.9315,1,"Diffuse"
"Candidatus_Nitrosoarchaeum",NA,NA,NA,NA,NA,NA,0.27271374564963,0.8579,1,"Diffuse"
"Rhodanobacter",NA,NA,NA,NA,NA,NA,0.321752796831371,0.9417,1,"Diffuse"
"Unclassified_Micrococcaceae",NA,NA,NA,NA,NA,NA,0.371478034982114,0.9309,1,"Diffuse"
"Gemmatimonas",NA,NA,NA,NA,NA,NA,0.292702697007315,0.9786,1,"Diffuse"
"Parasutterella",NA,NA,NA,NA,NA,NA,0.294416410437304,0.8418,1,"Diffuse"
"Comamonas",NA,NA,NA,NA,NA,NA,0.276369516792686,0.9844,1,"Diffuse"
"Ellin6067",NA,NA,NA,NA,NA,NA,0.317873346104422,0.9904,1,"Diffuse"
"Jeotgalicoccus",NA,NA,NA,NA,NA,NA,0.248788012506647,0.9672,1,"Diffuse"
"Aminicella",NA,NA,NA,NA,NA,NA,0.302980501252407,0.9115,1,"Diffuse"
"Lachnospiraceae_NK4A136_group",NA,NA,NA,NA,NA,NA,0.363853697274502,0.8998,1,"Diffuse"
"Agathobacter",NA,NA,NA,NA,NA,NA,0.240141731134809,0.9332,1,"Diffuse"
"Faecalibacterium",NA,NA,NA,NA,NA,NA,0.367206084225715,0.9612,1,"Diffuse"
"Clade_Ia",NA,NA,NA,NA,NA,NA,0.280232736667313,0.9576,1,"Diffuse"
"Incertae_Sedis.39",NA,NA,NA,NA,NA,NA,0.283979197618764,0.9895,1,"Diffuse"
"Pseudolabrys",NA,NA,NA,NA,NA,NA,0.213849317713353,1,1,"Diffuse"
"Reyranella",NA,NA,NA,NA,NA,NA,0.227745333875253,1,1,"Diffuse"
"Incertae_Sedis.46",NA,NA,NA,NA,NA,NA,0.270800158429872,0.8283,1,"Diffuse"
"Incertae_Sedis.47",NA,NA,NA,NA,NA,NA,0.29077950583749,0.9439,1,"Diffuse"
"Candidatus_Nitrosopumilus",NA,NA,NA,NA,NA,NA,0.297082785481173,0.8139,1,"Diffuse"
